諧聲序,形序,聲-明細,聲形-聲,聲形-形,字類,聲-明細',聲序,聲旁,反切-小韻首字,反切-原貌,反切-周祖謨校,反切-余迺永校,反切-覈校說明,字頭-原貌,字頭-周祖謨校,字頭-余迺永校,字頭-覈校說明,字頭-補,廣韻反切原貌(覈校前),廣韻反切(覈校後),上字,下字,廣韻字頭原貌(覈校前),廣韻字頭(覈校後),廣韻釋義,釋義補充,廣韻字序,切韻擬音(poem版),切韻拼音(poem版),聲紐,呼,等,韻部(調整後),聲調,組,攝,韻部調整說明,廣韻韻部順序,廣韻韻部原貌(調整前),韻部原貌-平上去入相配爲平(調整前),韻部原貌-相配爲平並標A/B類(調整前),小韻-擬音相同(poem版擬音),開合分析(果攝/寒桓/嚴凡/咍灰/遇攝/通攝/臻攝),開合分析(幫組-歌戈/寒桓/唐/泰/咍灰/魂/模/冬/東一),開合分析(幫組-陽/嚴凡/元/廢/鍾/東三/尤/虞/文/微）,A/B類分析(與各組聲紐撘配),中古拼音(polyhedron 版),現代廣州音理論音,粵聲,粵韻,粵調,現代北京音理論音,京聲,京韻,京調,廣韻頁序,頁內字序,小韻序,小韻內字序,全王本切韻-補字,全王本切韻-字數,全王本切韻-反切,裴本切韻-反切,裴本切韻-字序,裴本切韻-字數,裴本切韻-補字,玉篇-原本玉篇殘卷/篆隸萬象名義,玉篇-是否見於原本玉篇殘卷,玉篇-宋本玉篇,經典釋文-拼音(poem版),經典釋文-反切,合併-廣韻,合併-廣韻反切,合併-切韻擬音(poem版),合併-切韻拼音(poem版),合併-中古拼音(polyhedron 版),上字',上字-切韻拼音(poem版),上字-聲紐,上字-呼,上字-等,上字-韻部,上字-聲調,上字-組,上字-攝,下字',下字-切韻拼音(poem版),下字-聲紐,下字-呼,下字-等,下字-韻部,下字-聲調,下字-組,下字-攝,對比-聲紐(上字/被切字),對比-呼(下字/被切字)(不涉及幫組),對比-呼(幫組下字/其他組被切字),對比-等(下字/被切字),對比-韻部(下字/被切字),對比-韻部A/B類(來紐下字/幫見影三組被切字),對比-韻部A/B類(知組下字/幫見影三組被切字),對比韻部A/B類(其他組下字/幫見影三組被切字),上字-切韻擬音(poem版),上字-中古拼音(polyhedron 版),下字-切韻擬音(poem版),下字-中古拼音(polyhedron 版),建議替換爲,是否聲旁,是否次級聲旁,聲形析微,先秦韻部（引自余迺永的《上古音系研究》）,資料引用-其他版本的字頭
15635,236,貞,貞,示,,貞,783,鼎,,,,,,,,,,,陟盈,陟盈,陟,盈,禎,禎,善也祥也,,7902,ʈɛŋ,treeng,知,開,三,清B,平,知,梗,,下平14,清,清,清B,,,,,知組>B,trieng,jing1,j,ing,1,zhen1,zh,en,1,下平31右,15,914,3,,,陟盈,陟盈,2,,,忠平,,貞,treeng,貞4,陟盈：善也祥也,陟盈,ʈɛŋ,treeng,trieng,陟,trik,知,開,三,蒸,入,知,曾,盈,yjeeng,以,開,三,清A,平,以,梗,,,,,,,,,ʈɨk,trik,jɛŋ,jeng,,,,,,禎
15639,320,貞,貞,邑,,貞,783,鼎,,,,,,,,,,,陟盈,陟盈,陟,盈,𨜓,𨜓,地名又直貞切,,7903,ʈɛŋ,treeng,知,開,三,清B,平,知,梗,,下平14,清,清,清B,,,,,知組>B,trieng,,,,,,,,,下平31右,16,914,4,,,陟盈,陟盈,5,,,,,知盈/直盈,,,陟盈：地名又直貞切/直貞：地名又音貞,陟盈/直貞,ʈɛŋ/ɖɛŋ,treeng/dreeng,trieng/drieng,陟,trik,知,開,三,蒸,入,知,曾,盈,yjeeng,以,開,三,清A,平,以,梗,,,,,,,,,ʈɨk,trik,jɛŋ,jeng,,,,,,𨜓
15637,261,貞,貞,水,,貞,783,鼎,,,,,,,,,,,陟盈,陟盈,陟,盈,湞,湞,湞陽縣名湞水所出,,7904,ʈɛŋ,treeng,知,開,三,清B,平,知,梗,,下平14,清,清,清B,,,,,知組>B,trieng,,,,,,,,,下平31右,17,914,5,,,,陟盈,4,,,徵京,,貞,,,宅耕：水名出南海/陟盈：湞陽縣名湞水所出,宅耕/陟盈,ɖæŋ/ʈɛŋ,dreang/treeng,dreng/trieng,陟,trik,知,開,三,蒸,入,知,曾,盈,yjeeng,以,開,三,清A,平,以,梗,,,,,,,,,ʈɨk,trik,jɛŋ,jeng,,,,,,湞
15638,289,貞,貞,阜,,貞,783,鼎,,,,,,,,,,,陟盈,陟盈,陟,盈,𨺟,𨺟,丘名,,7905,ʈɛŋ,treeng,知,開,三,清B,平,知,梗,,下平14,清,清,清B,,,,,知組>B,trieng,,,,,,,,,下平31右,18,914,6,,,陟盈,陟盈,7,,,徵京,是,知京,,,陟盈：丘名,陟盈,ʈɛŋ,treeng,trieng,陟,trik,知,開,三,蒸,入,知,曾,盈,yjeeng,以,開,三,清A,平,以,梗,,,,,,,,,ʈɨk,trik,jɛŋ,jeng,,,,,,𨺟
16084,216,聖,聖,木,,聖,809,𡈼,丑貞,,,,,,,,,,丑貞,丑貞,丑,貞,檉,檉,木名說文云河柳也丑貞切八,,7906,ʈhɛŋ,threeng,徹,開,三,清B,平,知,梗,,下平14,清,清,清B,,,,,知組>B,thrieng,,,,,,,,,下平31右,19,915,1,a酲,6,勑貞,勑貞,1,7,6酲,勅鳴,,敕貞,threeng,丑貞1/勑呈1/勑貞3,丑貞：木名說文云河柳也丑貞切八,丑貞,ʈhɛŋ,threeng,thrieng,丑,thrjouq,徹,開,三,尤,上,知,流,貞,treeng,知,開,三,清B,平,知,梗,,,,,,,,,ʈhjɤwʔ,thriux,ʈɛŋ,trieng,,,,,,檉
15631,117,貞,貞,人,,貞,783,鼎,,,,,,,,,,,丑貞,丑貞,丑,貞,偵,偵,偵候又丑鄭切,,7907,ʈhɛŋ,threeng,徹,開,三,清B,平,知,梗,,下平14,清,清,清B,,,,,知組>B,thrieng,jing1,j,ing,1,zhen1,zh,en,1,下平31右,20,915,2,,,勑貞,勑貞,2,,,恥敬,,恥慶,treeng,貞1,丑貞：偵候又丑鄭切/猪孟：廉視/丑鄭：偵問,丑貞/猪孟/丑鄭,ʈhɛŋ/ʈajŋh/ʈhɛŋh,threeng/traingh/threengh,thrieng/trangh/thriengh,丑,thrjouq,徹,開,三,尤,上,知,流,貞,treeng,知,開,三,清B,平,知,梗,,,,,,,,,ʈhjɤwʔ,thriux,ʈɛŋ,trieng,,,,,,偵
15629,11,貞,貞,赤,,貞,783,鼎,,,,,,,,,,,丑貞,丑貞,丑,貞,赬,赬,赤色俗作頳,,7908,ʈhɛŋ,threeng,徹,開,三,清B,平,知,梗,,下平14,清,清,清B,,,,,知組>B,thrieng,,,,,,,,,下平31右,21,915,3,,,勑貞,勑貞,3,,,,,丑盈/丑貞,threeng,丑貞2/勅貞1/勑貞3/恥貞1,丑貞：赤色俗作頳,丑貞,ʈhɛŋ,threeng,thrieng,丑,thrjouq,徹,開,三,尤,上,知,流,貞,treeng,知,開,三,清B,平,知,梗,,,,,,,,,ʈhjɤwʔ,thriux,ʈɛŋ,trieng,,,,,,赬
15121,11,巠,巠,赤,,巠,766,巠,,,,,,,,,,,丑貞,丑貞,丑,貞,䞓,䞓,上同,赤色俗作頳,7909,ʈhɛŋ,threeng,徹,開,三,清B,平,知,梗,,下平14,清,清,清B,,,,,知組>B,thrieng,,,,,,,,,下平31右,22,915,4,,,,,,,,恥荊,,丑貞,threeng,丑貞2,丑貞：上同,丑貞,ʈhɛŋ,threeng,thrieng,丑,thrjouq,徹,開,三,尤,上,知,流,貞,treeng,知,開,三,清B,平,知,梗,,,,,,,,,ʈhjɤwʔ,thriux,ʈɛŋ,trieng,,,,,,䞓
15499,78,丁,丁,足,,丁,780,丁,,,,,,,,,,,丑貞,丑貞,丑,貞,䟓,䟓,跉䟓行不正,,7910,ʈhɛŋ,threeng,徹,開,三,清B,平,知,梗,,下平14,清,清,清B,,,,,知組>B,thrieng,,,,,,,,,下平31右,23,915,5,,,勑貞,勑貞,4,,,丑生,,丑丁,,,丑庚：字書跉䟓行遟皃/中莖：跉䟓腳細長也/丑貞：跉䟓行不正,丑庚/中莖/丑貞,ʈhajŋ/ʈæŋ/ʈhɛŋ,thraing/treang/threeng,thrang/treng/thrieng,丑,thrjouq,徹,開,三,尤,上,知,流,貞,treeng,知,開,三,清B,平,知,梗,,,,,,,,,ʈhjɤwʔ,thriux,ʈɛŋ,trieng,,,,,,䟓
15575,307,正,正,穴見,,正,781,正,,,,,,,,,,,丑貞,丑貞,丑,貞,竀,竀,正視,,7911,ʈhɛŋ,threeng,徹,開,三,清B,平,知,梗,,下平14,清,清,清B,,,,,知組>B,thrieng,,,,,,,,,下平31右,24,915,6,,,,勑貞,5,,,丑生,,丑庚,threeng,勑呈1/勑貞1,丑庚：正視/丑貞：正視,丑庚/丑貞,ʈhajŋ/ʈhɛŋ,thraing/threeng,thrang/thrieng,丑,thrjouq,徹,開,三,尤,上,知,流,貞,treeng,知,開,三,清B,平,知,梗,,,,,,,,,ʈhjɤwʔ,thriux,ʈɛŋ,trieng,,,,,,竀
16083,189,聖,聖,虫,,聖,809,𡈼,,,,,,,,,,,丑貞,丑貞,丑,貞,蟶,蟶,蚌屬,,7912,ʈhɛŋ,threeng,徹,開,三,清B,平,知,梗,,下平14,清,清,清B,,,,,知組>B,thrieng,,,,,,,,,下平31右,25,915,7,,,,,,,,,,丑經,,,丑貞：蚌屬,丑貞,ʈhɛŋ,threeng,thrieng,丑,thrjouq,徹,開,三,尤,上,知,流,貞,treeng,知,開,三,清B,平,知,梗,,,,,,,,,ʈhjɤwʔ,thriux,ʈɛŋ,trieng,,,,,,蟶
15506,189,丁,丁,虫,,丁,780,丁,,,,,,,,,,,丑貞,丑貞,丑,貞,虰,虰,螘也,,7913,ʈhɛŋ,threeng,徹,開,三,清B,平,知,梗,,下平14,清,清,清B,,,,,知組>B,thrieng,,,,,,,,,下平31右,26,915,8,,,勑貞,勑貞,7,,,丑經,,丑經,teng,丁1,宅耕：上同/丑貞：螘也/當經：爾雅曰虰蛵負勞郭璞云或曰即蜻蛉也,宅耕/丑貞/當經,ɖæŋ/ʈhɛŋ/teŋ,dreang/threeng/teng,dreng/thrieng/teng,丑,thrjouq,徹,開,三,尤,上,知,流,貞,treeng,知,開,三,清B,平,知,梗,,,,,,,,,ʈhjɤwʔ,thriux,ʈɛŋ,trieng,,,,,,虰
15549,259,丁,丁,戊,,成,780,丁,是征,,,,,,,,,,是征,是征,是,征,成,成,畢也就也平也善也亦州名古西戎地州南八十里有仇池山晉改爲仇池郡後爲南秦州梁廢帝改爲成州又姓出上谷東郡二望本自周文王子成伯之後又漢複姓十五氏莊子有務成子廣成子顏成子游伯成子高韓子有容成子列子有考成子國語晉郤犫食采苦成後因以爲氏世本曰宋有大夫老成方盆成括仕於齊晉有英成僖子漢有廣漢太守古成雲古音枯高祖功臣有陽成延後漢有密縣上成公白曰升天晉戊己校尉燉煌車成將古成氏之後史記有形成氏是征切十,,7914,dʑjɛŋ,dcjeeng,常,開,三,清A,平,章,梗,,下平14,清,清,清A,,,,,章組>A,zjeng,xing4,x,ing,4,cheng2,ch,eng,2,下平31右,27,916,1,a晟,9,市征,市征,1,7,,時征,,市征/市征,dcjeeng,如字2/承1/城8,是征：畢也就也平也善也亦州名古西戎地州南八十里有仇池山晉改爲仇池郡後爲南秦州梁廢帝改爲成州又姓出上谷東郡二望本自周文王子成伯之後又漢複姓十五氏莊子有務成子廣成子顏成子游伯成子高韓子有容成子列子有考成子國語晉郤犫食采苦成後因以爲氏世本曰宋有大夫老成方盆成括仕於齊晉有英成僖子漢有廣漢太守古成雲古音枯高祖功臣有陽成延後漢有密縣上成公白曰升天晉戊己校尉燉煌車成將古成氏之後史記有形成氏是征切十,是征,dʑjɛŋ,dcjeeng,zjeng,是,dcjeeq,常,開,三,支A,上,章,止,征,tcjeeng,章,開,三,清A,平,章,梗,,,,,,,,,dʑjɛʔ,zjex,tɕjɛŋ,cjeng,,,次級聲旁,丁聲；也有將丁替換爲實心圓的或體（實心圓可能是釘初文，存疑）,耕,成
15550,259,丁,丁,戊,,成,780,丁,,,,,,,,,,,是征,是征,是,征,𢦩,𢦩,古文,畢也就也平也善也亦州名古西戎地州南八十里有仇池山晉改爲仇池郡後爲南秦州梁廢帝改爲成州又姓出上谷東郡二望本自周文王子成伯之後又漢複姓十五氏莊子有務成子廣成子顏成子游伯成子高韓子有容成子列子有考成子國語晉郤犫食采苦成後因以爲氏世本曰宋有大夫老成方盆成括仕於齊晉有英成僖子漢有廣漢太守古成雲古音枯高祖功臣有陽成延後漢有密縣上成公白曰升天晉戊己校尉燉煌車成將古成氏之後史記有形成氏是征切十,7915,dʑjɛŋ,dcjeeng,常,開,三,清A,平,章,梗,,下平14,清,清,清A,,,,,章組>A,zjeng,,,,,,,,,下平31右,28,916,2,,,,,,,,,,,,,是征：古文,是征,dʑjɛŋ,dcjeeng,zjeng,是,dcjeeq,常,開,三,支A,上,章,止,征,tcjeeng,章,開,三,清A,平,章,梗,,,,,,,,,dʑjɛʔ,zjex,tɕjɛŋ,cjeng,成,,,丁聲，非从午,,𢦩
15555,288,成,成,土,,成,780,丁,,,,,,,,,,,是征,是征,是,征,城,城,城郭崔豹古今注云城者盛也所以盛受民物也又淮南子曰鮌作城亦姓風俗通云氏於事者城郭園池是也,,7916,dʑjɛŋ,dcjeeng,常,開,三,清A,平,章,梗,,下平14,清,清,清A,,,,,章組>A,zjeng,xing4,x,ing,4,cheng2,ch,eng,2,下平31右,29,916,3,,,市征,市征,2,,,視盈,,視盈,,,是征：城郭崔豹古今注云城者盛也所以盛受民物也又淮南子曰鮌作城亦姓風俗通云氏於事者城郭園池是也,是征,dʑjɛŋ,dcjeeng,zjeng,是,dcjeeq,常,開,三,支A,上,章,止,征,tcjeeng,章,開,三,清A,平,章,梗,,,,,,,,,dʑjɛʔ,zjex,tɕjɛŋ,cjeng,,,,,,城
15551,27,成,成,言,,成,780,丁,,,,,,,,,,,是征,是征,是,征,誠,誠,審也敬也信也,,7917,dʑjɛŋ,dcjeeng,常,開,三,清A,平,章,梗,,下平14,清,清,清A,,,,,章組>A,zjeng,xing4,x,ing,4,cheng2,ch,eng,2,下平31右,30,916,4,,,市征,市征,4,,,是盈,,是征,,,是征：審也敬也信也,是征,dʑjɛŋ,dcjeeng,zjeng,是,dcjeeq,常,開,三,支A,上,章,止,征,tcjeeng,章,開,三,清A,平,章,梗,,,,,,,,,dʑjɛʔ,zjex,tɕjɛŋ,cjeng,,,,,,誠
15557,306,成,成,宀,,成,780,丁,,,,,,,,,,,是征,是征,是,征,宬,宬,屋容所受也,,7918,dʑjɛŋ,dcjeeng,常,開,三,清A,平,章,梗,,下平14,清,清,清A,,,,,章組>A,zjeng,,,,,,,,,下平31右,31,916,5,,,市征,市征,5,,,是征,,是征,,,是征：屋容所受也,是征,dʑjɛŋ,dcjeeng,zjeng,是,dcjeeq,常,開,三,支A,上,章,止,征,tcjeeng,章,開,三,清A,平,章,梗,,,,,,,,,dʑjɛʔ,zjex,tɕjɛŋ,cjeng,,,,,,宬
15558,320,成,成,邑,,成,780,丁,,,,,,,,,,,是征,是征,是,征,郕,郕,地名也在東平,,7919,dʑjɛŋ,dcjeeng,常,開,三,清A,平,章,梗,,下平14,清,清,清A,,,,,章組>A,zjeng,,,,,,,,,下平31右,32,916,6,,,市征,市征,6,,,時盈,,時盈/食盈,dcjeeng,成7/尚征1,是征：地名也在東平,是征,dʑjɛŋ,dcjeeng,zjeng,是,dcjeeq,常,開,三,支A,上,章,止,征,tcjeeng,章,開,三,清A,平,章,梗,,,,,,,,,dʑjɛʔ,zjex,tɕjɛŋ,cjeng,,,,,,郕
15559,398,成,成,竹,,成,780,丁,,,,,,,,,,,是征,是征,是,征,筬,筬,筬筐織具,,7920,dʑjɛŋ,dcjeeng,常,開,三,清A,平,章,梗,,下平14,清,清,清A,,,,,章組>A,zjeng,,,,,,,,,下平31左,1,916,7,,,市征,市征,7,,,時盈,,時盈,,,是征：筬筐織具,是征,dʑjɛŋ,dcjeeng,zjeng,是,dcjeeq,常,開,三,支A,上,章,止,征,tcjeeng,章,開,三,清A,平,章,梗,,,,,,,,,dʑjɛʔ,zjex,tɕjɛŋ,cjeng,,,,,,筬
15560,382,成,成,皿,,盛,780,丁,,,,,,,,,,,是征,是征,是,征,盛,盛,盛受也黍稷在器也又時正切,,7921,dʑjɛŋ,dcjeeng,常,開,三,清A,平,章,梗,,下平14,清,清,清A,,,,,章組>A,zjeng,xing4,x,ing,4,cheng2,ch,eng,2,下平31左,2,916,8,,,市征,市征,3,,,時政,,時正/時征,dcjeeng/dcjeengh,成56/時征1/市正1/市政2/如字1/成政1/是政1,是征：盛受也黍稷在器也又時正切/承正：多也長也又姓後漢西羌傳有北海太守盛苞其先姓奭避元帝諱改姓盛承正切又音成三,是征/承正,dʑjɛŋ/dʑjɛŋh,dcjeeng/dcjeengh,zjeng/zjengh,是,dcjeeq,常,開,三,支A,上,章,止,征,tcjeeng,章,開,三,清A,平,章,梗,,,,,,,,,dʑjɛʔ,zjex,tɕjɛŋ,cjeng,,,次級聲旁,,,盛
15556,299,成,成,玉,,成,780,丁,,,,,,,,,,,是征,是征,是,征,珹,珹,珠類,,7922,dʑjɛŋ,dcjeeng,常,開,三,清A,平,章,梗,,下平14,清,清,清A,,,,,章組>A,zjeng,,,,,,,,,下平31左,3,916,9,,,,,,,,,,時盈,,,是征：珠類,是征,dʑjɛŋ,dcjeeng,zjeng,是,dcjeeq,常,開,三,支A,上,章,止,征,tcjeeng,章,開,三,清A,平,章,梗,,,,,,,,,dʑjɛʔ,zjex,tɕjɛŋ,cjeng,,,,,,珹
15553,98,成,成,頁,,成,780,丁,,,,,,,,,,,是征,是征,是,征,䫆,䫆,頸也,,7923,dʑjɛŋ,dcjeeng,常,開,三,清A,平,章,梗,,下平14,清,清,清A,,,,,章組>A,zjeng,,,,,,,,,下平31左,4,916,10,,,市征,,,,,視盈,,視盈,,,渠京：頸也/是征：頸也,渠京/是征,gjajŋ/dʑjɛŋ,geeng/dcjeeng,gieng/zjeng,是,dcjeeq,常,開,三,支A,上,章,止,征,tcjeeng,章,開,三,清A,平,章,梗,,,,,,,,,dʑjɛʔ,zjex,tɕjɛŋ,cjeng,,,,,,䫆
16060,21,𡈼,𡈼,口,,呈,809,𡈼,直貞,,,,,,,,,,直貞,直貞,直,貞,呈,呈,示也平也見也直貞切七,,7924,ɖɛŋ,dreeng,澄,開,三,清B,平,知,梗,,下平14,清,清,清B,,,,,知組>B,drieng,qing4,q,ing,4,cheng2,ch,eng,2,下平31左,5,917,1,,6,直貞,直貞,1,6,,馳京,,馳京,threengq,勑景1,直貞：示也平也見也直貞切七/直正：自媒衒又音程,直貞/直正,ɖɛŋ/ɖɛŋh,dreeng/dreengh,drieng/driengh,直,drik,澄,開,三,蒸,入,知,曾,貞,treeng,知,開,三,清B,平,知,梗,,,,,,,,,ɖɨk,drik,ʈɛŋ,trieng,,,次級聲旁,,耕,呈
16070,225,呈,呈,禾,,呈,809,𡈼,,,,,,,,,,,直貞,直貞,直,貞,程,程,期也式也限也品也又姓出廣平安定二望本自顓頊重黎之後周宣王時程伯休父入爲大司馬封于程後遂爲氏與司馬氏同,,7925,ɖɛŋ,dreeng,澄,開,三,清B,平,知,梗,,下平14,清,清,清B,,,,,知組>B,drieng,qing4,q,ing,4,cheng2,ch,eng,2,下平31左,6,917,2,,,直貞,直貞,2,,,除荊,,除京,dreeng,呈1,直貞：期也式也限也品也又姓出廣平安定二望本自顓頊重黎之後周宣王時程伯休父入爲大司馬封于程後遂爲氏與司馬氏同,直貞,ɖɛŋ,dreeng,drieng,直,drik,澄,開,三,蒸,入,知,曾,貞,treeng,知,開,三,清B,平,知,梗,,,,,,,,,ɖɨk,drik,ʈɛŋ,trieng,,,,,,程
16077,363,呈,呈,酉,,呈,809,𡈼,,,,,,,,,,,直貞,直貞,直,貞,酲,酲,酒病,,7926,ɖɛŋ,dreeng,澄,開,三,清B,平,知,梗,,下平14,清,清,清B,,,,,知組>B,drieng,qing4,q,ing,4,cheng2,ch,eng,2,下平31左,7,917,3,,,直貞,直貞,5,,,陳驚,,陳貞,dreeng,呈2,直貞：酒病,直貞,ɖɛŋ,dreeng,drieng,直,drik,澄,開,三,蒸,入,知,曾,貞,treeng,知,開,三,清B,平,知,梗,,,,,,,,,ɖɨk,drik,ʈɛŋ,trieng,,,,,,酲
15640,320,貞,貞,邑,,貞,783,鼎,,,,,,,,,,,直貞,直貞,直,貞,𨜓,𨜓,地名又音貞,,7927,ɖɛŋ,dreeng,澄,開,三,清B,平,知,梗,,下平14,清,清,清B,,,,,知組>B,drieng,,,,,,,,,下平31左,8,917,4,,,,,,,,,,知盈/直盈,,,陟盈：地名又直貞切/直貞：地名又音貞,陟盈/直貞,ʈɛŋ/ɖɛŋ,treeng/dreeng,trieng/drieng,直,drik,澄,開,三,蒸,入,知,曾,貞,treeng,知,開,三,清B,平,知,梗,,,,,,,,,ɖɨk,drik,ʈɛŋ,trieng,,,,,,𨜓
16071,299,呈,呈,玉,,呈,809,𡈼,,,,,,,,,,,直貞,直貞,直,貞,珵,珵,玉名,,7928,ɖɛŋ,dreeng,澄,開,三,清B,平,知,梗,,下平14,清,清,清B,,,,,知組>B,drieng,,,,,,,,,下平31左,9,917,5,,,直貞,直貞,6,,,除荊,,除荊,dreeng/thengq,呈1/他頂1,直貞：玉名,直貞,ɖɛŋ,dreeng,drieng,直,drik,澄,開,三,蒸,入,知,曾,貞,treeng,知,開,三,清B,平,知,梗,,,,,,,,,ɖɨk,drik,ʈɛŋ,trieng,,,,,,珵
16079,398,呈,呈,竹,,呈,809,𡈼,,,,,,,,,,,直貞,直貞,直,貞,䇸,䇸,筵也,,7929,ɖɛŋ,dreeng,澄,開,三,清B,平,知,梗,,下平14,清,清,清B,,,,,知組>B,drieng,,,,,,,,,下平31左,10,917,6,,,直貞,直貞,3,,,託經,,直經,,,直貞：筵也,直貞,ɖɛŋ,dreeng,drieng,直,drik,澄,開,三,蒸,入,知,曾,貞,treeng,知,開,三,清B,平,知,梗,,,,,,,,,ɖɨk,drik,ʈɛŋ,trieng,,,,,,䇸
16075,352,呈,呈,衣,,呈,809,𡈼,,,,,,,,,,,直貞,直貞,直,貞,裎,裎,佩帶又恥領切,,7930,ɖɛŋ,dreeng,澄,開,三,清B,平,知,梗,,下平14,清,清,清B,,,,,知組>B,drieng,,,,,,,,,下平31左,11,917,7,,,直貞,直貞,4,,,除貞,,除貞/敕領,dreeng,直貞1,直貞：佩帶又恥領切/丑郢：襌衣,直貞/丑郢,ɖɛŋ/ʈhɛŋʔ,dreeng/threengq,drieng/thriengx,直,drik,澄,開,三,蒸,入,知,曾,貞,treeng,知,開,三,清B,平,知,梗,,,,,,,,,ɖɨk,drik,ʈɛŋ,trieng,,,,,,裎
15186,15,殸,殸,耳,,殸,768,殸,書盈,,,,,,,,,,書盈,書盈,書,盈,聲,聲,聲音又姓左傳蔡太夫聲子書盈切一,,7931,ɕjɛŋ,cjeeng,書,開,三,清A,平,章,梗,,下平14,清,清,清A,,,,,章組>A,sjeng,xing1,x,ing,1,sheng1,sh,eng,1,下平31左,12,918,1,a𦖞,2,書盈,書盈,1,2,2𦖞,舒盈,,書盈,,,書盈：聲音又姓左傳蔡太夫聲子書盈切一,書盈,ɕjɛŋ,cjeeng,sjeng,書,cjoo,書,開,三,魚,平,章,遇,盈,yjeeng,以,開,三,清A,平,以,梗,,,,,,,,,ɕjɔ,sjo,jɛŋ,jeng,,,,,,聲
15568,76,正,正,彳,,正,781,正,諸盈,,,,,,,,,,諸盈,諸盈,諸,盈,征,征,行也諸盈切十三,,7932,tɕjɛŋ,tcjeeng,章,開,三,清A,平,章,梗,,下平14,清,清,清A,,,,,章組>A,cjeng,jing1,j,ing,1,zheng1,zh,eng,1,下平31左,13,919,1,,6,諸盈,諸盈,1,6,,之盈,,之盈,tcjeeng,之成1,諸盈：行也諸盈切十三,諸盈,tɕjɛŋ,tcjeeng,cjeng,諸,tcjoo,章,開,三,魚,平,章,遇,盈,yjeeng,以,開,三,清A,平,以,梗,,,,,,,,,tɕjɔ,cjo,jɛŋ,jeng,,,,,,征
15569,77,正,正,辵,,正,781,正,,,,,,,,,,,諸盈,諸盈,諸,盈,𨒌,𨒌,上同,行也諸盈切十三,7933,tɕjɛŋ,tcjeeng,章,開,三,清A,平,章,梗,,下平14,清,清,清A,,,,,章組>A,cjeng,,,,,,,,,下平31左,14,919,2,,,,,,,,紙盈/之盈,,止盈/諸盈,,,諸盈：上同,諸盈,tɕjɛŋ,tcjeeng,cjeng,諸,tcjoo,章,開,三,魚,平,章,遇,盈,yjeeng,以,開,三,清A,平,以,梗,,,,,,,,,tɕjɔ,cjo,jɛŋ,jeng,,,,,,𨒌
15732,196,青,青,魚,,青,787,生,,,,,,,,,,,諸盈,諸盈,諸,盈,鯖,鯖,煑魚煎食曰五侯鯖又倉經切,,7934,tɕjɛŋ,tcjeeng,章,開,三,清A,平,章,梗,,下平14,清,清,清A,,,,,章組>A,cjeng,,,,,,,,,下平31左,15,919,3,,,諸盈,諸盈,6,,,,,倉經/征,,,諸盈：煑魚煎食曰五侯鯖又倉經切/倉經：魚名又諸盈切,諸盈/倉經,tɕjɛŋ/tsheŋ,tcjeeng/tsheng,cjeng/cheng,諸,tcjoo,章,開,三,魚,平,章,遇,盈,yjeeng,以,開,三,清A,平,以,梗,,,,,,,,,tɕjɔ,cjo,jɛŋ,jeng,,,,,,鯖
15115,334,刑,刑,皮酉,,刑,765,井,,,,,,,,𦡅,,,諸盈,諸盈,諸,盈,𨢹,𨢹,,煑魚煎食曰五侯鯖又倉經切,7935,tɕjɛŋ,tcjeeng,章,開,三,清A,平,章,梗,,下平14,清,清,清A,,,,,章組>A,cjeng,,,,,,,,,下平31左,16,919,4,,,,,,,,,,征,,,諸盈：,諸盈,tɕjɛŋ,tcjeeng,cjeng,諸,tcjoo,章,開,三,魚,平,章,遇,盈,yjeeng,以,開,三,清A,平,以,梗,,,,,,,,,tɕjɔ,cjo,jɛŋ,jeng,,,,,,𨢹
15570,106,正,正,肉,,正,781,正,,,,,,,,,,,諸盈,諸盈,諸,盈,𦙫,𦙫,並上同,煑魚煎食曰五侯鯖又倉經切,7936,tɕjɛŋ,tcjeeng,章,開,三,清A,平,章,梗,,下平14,清,清,清A,,,,,章組>A,cjeng,,,,,,,,,下平31左,17,919,5,,,,,,,,,,,,,諸盈：並上同,諸盈,tɕjɛŋ,tcjeeng,cjeng,諸,tcjoo,章,開,三,魚,平,章,遇,盈,yjeeng,以,開,三,清A,平,以,梗,,,,,,,,,tɕjɔ,cjo,jɛŋ,jeng,,,,,,𦙫
15578,370,正,正,金,,正,781,正,,,,,,,,,,,諸盈,諸盈,諸,盈,鉦,鉦,鐃也似鈴,,7937,tɕjɛŋ,tcjeeng,章,開,三,清A,平,章,梗,,下平14,清,清,清A,,,,,章組>A,cjeng,,,,,,,,,下平31左,18,919,6,,,諸盈,諸盈,2,,,之盈,,之盈,tcjeeng,征5,諸盈：鐃也似鈴,諸盈,tɕjɛŋ,tcjeeng,cjeng,諸,tcjoo,章,開,三,魚,平,章,遇,盈,yjeeng,以,開,三,清A,平,以,梗,,,,,,,,,tɕjɔ,cjo,jɛŋ,jeng,,,,,,鉦
