諧聲序,形序,聲-明細,聲形-聲,聲形-形,字類,聲-明細',聲序,聲旁,反切-小韻首字,反切-原貌,反切-周祖謨校,反切-余迺永校,反切-覈校說明,字頭-原貌,字頭-周祖謨校,字頭-余迺永校,字頭-覈校說明,字頭-補,廣韻反切原貌(覈校前),廣韻反切(覈校後),上字,下字,廣韻字頭原貌(覈校前),廣韻字頭(覈校後),廣韻釋義,釋義補充,廣韻字序,切韻擬音(poem版),切韻拼音(poem版),聲紐,呼,等,韻部(調整後),聲調,組,攝,韻部調整說明,廣韻韻部順序,廣韻韻部原貌(調整前),韻部原貌-平上去入相配爲平(調整前),韻部原貌-相配爲平並標A/B類(調整前),小韻-擬音相同(poem版擬音),開合分析(果攝/寒桓/嚴凡/咍灰/遇攝/通攝/臻攝),開合分析(幫組-歌戈/寒桓/唐/泰/咍灰/魂/模/冬/東一),開合分析(幫組-陽/嚴凡/元/廢/鍾/東三/尤/虞/文/微）,A/B類分析(與各組聲紐撘配),中古拼音(polyhedron 版),現代廣州音理論音,粵聲,粵韻,粵調,現代北京音理論音,京聲,京韻,京調,廣韻頁序,頁內字序,小韻序,小韻內字序,全王本切韻-補字,全王本切韻-字數,全王本切韻-反切,裴本切韻-反切,裴本切韻-字序,裴本切韻-字數,裴本切韻-補字,玉篇-原本玉篇殘卷/篆隸萬象名義,玉篇-是否見於原本玉篇殘卷,玉篇-宋本玉篇,經典釋文-拼音(poem版),經典釋文-反切,合併-廣韻,合併-廣韻反切,合併-切韻擬音(poem版),合併-切韻拼音(poem版),合併-中古拼音(polyhedron 版),上字',上字-切韻拼音(poem版),上字-聲紐,上字-呼,上字-等,上字-韻部,上字-聲調,上字-組,上字-攝,下字',下字-切韻拼音(poem版),下字-聲紐,下字-呼,下字-等,下字-韻部,下字-聲調,下字-組,下字-攝,對比-聲紐(上字/被切字),對比-呼(下字/被切字)(不涉及幫組),對比-呼(幫組下字/其他組被切字),對比-等(下字/被切字),對比-韻部(下字/被切字),對比-韻部A/B類(來紐下字/幫見影三組被切字),對比-韻部A/B類(知組下字/幫見影三組被切字),對比韻部A/B類(其他組下字/幫見影三組被切字),上字-切韻擬音(poem版),上字-中古拼音(polyhedron 版),下字-切韻擬音(poem版),下字-中古拼音(polyhedron 版),建議替換爲,是否聲旁,是否次級聲旁,聲形析微,先秦韻部（引自余迺永的《上古音系研究》）,資料引用-其他版本的字頭
15726,155,青,青,鳥,,青,787,生,,,,,,,,,,,子盈,子盈,子,盈,鶄,鶄,鵁鶄鳥也,,7863,tsjɛŋ,tsjeeng,精,開,三,清A,平,精,梗,,下平14,清,清,清A,,,,,精組>A,cieng,,,,,,,,,下平30左,19,910,4,,,子清,子情,5,,,子盈,,子盈,tsjeeng,精2,子盈：鵁鶄鳥也/倉經：鶄鶴鳥也出南海又音精,子盈/倉經,tsjɛŋ/tsheŋ,tsjeeng/tsheng,cieng/cheng,子,tsjeq,精,開,三,之,上,精,止,盈,yjeeng,以,開,三,清A,平,以,梗,,,,,,,,,tsjɨʔ,cix,jɛŋ,jeng,,,,,,鶄
15730,189,青,青,虫,,青,787,生,,,,,,,,,,,子盈,子盈,子,盈,蜻,蜻,蜻𧊿蟋䗿也,,7864,tsjɛŋ,tsjeeng,精,開,三,清A,平,精,梗,,下平14,清,清,清A,,,,,精組>A,cieng,,,,,,,,,下平30左,20,910,5,,,子清,子情,6,,,辞姓,,疾性/子盈,dzjeeng/dzjeengh/tsjeeng,情1/慈性1/子盈2/精1,子盈：蜻𧊿蟋䗿也/倉經：蜻蜓蟲方言曰蜻蛉謂蝍蛉也六足四翼又音精,子盈/倉經,tsjɛŋ/tsheŋ,tsjeeng/tsheng,cieng/cheng,子,tsjeq,精,開,三,之,上,精,止,盈,yjeeng,以,開,三,清A,平,以,梗,,,,,,,,,tsjɨʔ,cix,jɛŋ,jeng,,,,,,蜻
15775,282,晶,,晶,整體,晶,787,生,,,,,,,,,,,子盈,子盈,子,盈,晶,晶,光也,,7865,tsjɛŋ,tsjeeng,精,開,三,清A,平,精,梗,,下平14,清,清,清A,,,,,精組>A,cieng,jing1,j,ing,1,jing1,j,ing,1,下平30左,21,910,6,,,子清,子情,10,,,子丁,,子丁,,,子盈：光也,子盈,tsjɛŋ,tsjeeng,cieng,子,tsjeq,精,開,三,之,上,精,止,盈,yjeeng,以,開,三,清A,平,以,梗,,,,,,,,,tsjɨʔ,cix,jɛŋ,jeng,,,次級聲旁,精的或體；某部件三曡，从日可能是後起寫法，存疑,耕,晶
15729,178,青,青,鼠,,青,787,生,,,,,,,,,,,子盈,子盈,子,盈,鼱,鼱,鼱鼩小鼠,,7866,tsjɛŋ,tsjeeng,精,開,三,清A,平,精,梗,,下平14,清,清,清A,,,,,精組>A,cieng,,,,,,,,,下平30左,22,910,7,,,子清,子情,11,,,子盈,,子盈,tsjeeng,精1,子盈：鼱鼩小鼠,子盈,tsjɛŋ,tsjeeng,cieng,子,tsjeq,精,開,三,之,上,精,止,盈,yjeeng,以,開,三,清A,平,以,梗,,,,,,,,,tsjɨʔ,cix,jɛŋ,jeng,,,,,,鼱
15722,119,青,青,女,,青,787,生,,,,,,,,,,,子盈,子盈,子,盈,婧,婧,竦立也又慈性切,,7867,tsjɛŋ,tsjeeng,精,開,三,清A,平,精,梗,,下平14,清,清,清A,,,,,精組>A,cieng,,,,,,,,,下平30左,23,910,8,,,子清,子情,12,,,財性/子盈,,財姓/疾井/子盈,,,子盈：竦立也又慈性切/疾郢：上同/疾政：竦立,子盈/疾郢/疾政,tsjɛŋ/dzjɛŋʔ/dzjɛŋh,tsjeeng/dzjeengq/dzjeengh,cieng/ziengx/ziengh,子,tsjeq,精,開,三,之,上,精,止,盈,yjeeng,以,開,三,清A,平,以,梗,,,,,,,,,tsjɨʔ,cix,jɛŋ,jeng,,,,,,婧
15711,1,青,青,目,,青,787,生,,,,,,,,,,,子盈,子盈,子,盈,睛,睛,目珠子也,,7868,tsjɛŋ,tsjeeng,精,開,三,清A,平,精,梗,,下平14,清,清,清A,,,,,精組>A,cieng,jing1,j,ing,1,jing1,j,ing,1,下平30左,24,910,9,,,子清,子情,7,,,且頂,,子盈/七井,,,子盈：目珠子也/七靜：眳睛不悅目皃出字林又音精,子盈/七靜,tsjɛŋ/tshjɛŋʔ,tsjeeng/tshjeengq,cieng/chiengx,子,tsjeq,精,開,三,之,上,精,止,盈,yjeeng,以,開,三,清A,平,以,梗,,,,,,,,,tsjɨʔ,cix,jɛŋ,jeng,,,,,,睛
15774,261,旍,旍,水,,旍,787,生,,,,,,,,,,,子盈,子盈,子,盈,𣻒,𣻒,水名在南郡,,7869,tsjɛŋ,tsjeeng,精,開,三,清A,平,精,梗,,下平14,清,清,清A,,,,,精組>A,cieng,,,,,,,,,下平30左,25,910,10,,,子清,子情,9,,,子盈,,子盈,,,子盈：水名在南郡,子盈,tsjɛŋ,tsjeeng,cieng,子,tsjeq,精,開,三,之,上,精,止,盈,yjeeng,以,開,三,清A,平,以,梗,,,,,,,,,tsjɨʔ,cix,jɛŋ,jeng,,,,,,𣻒
15689,336,生,生,㫃,,生,787,生,,,,,,,,,,,子盈,子盈,子,盈,旌,旌,旌旗周禮曰析羽爲旌爾雅注云曰注旄首曰旌,,7870,tsjɛŋ,tsjeeng,精,開,三,清A,平,精,梗,,下平14,清,清,清A,,,,,精組>A,cieng,jing1,j,ing,1,jing1,j,ing,1,下平30左,26,910,11,,,,,,,,子盈,,子盈,tsjeeng,精6,子盈：旌旗周禮曰析羽爲旌爾雅注云曰注旄首曰旌,子盈,tsjɛŋ,tsjeeng,cieng,子,tsjeq,精,開,三,之,上,精,止,盈,yjeeng,以,開,三,清A,平,以,梗,,,,,,,,,tsjɨʔ,cix,jɛŋ,jeng,,,,,,旌
15773,336,旍,,㫃令,會意,旍,787,生,,,,,,,,,,,子盈,子盈,子,盈,旍,旍,上同見禮,旌旗周禮曰析羽爲旌爾雅注云曰注旄首曰旌,7871,tsjɛŋ,tsjeeng,精,開,三,清A,平,精,梗,,下平14,清,清,清A,,,,,精組>A,cieng,jing1,j,ing,1,jing1,j,ing,1,下平30左,27,910,12,,,子清,子情,4,,,,,子盈,,,子盈：上同見禮,子盈,tsjɛŋ,tsjeeng,cieng,子,tsjeq,精,開,三,之,上,精,止,盈,yjeeng,以,開,三,清A,平,以,梗,,,,,,,,,tsjɨʔ,cix,jɛŋ,jeng,,,次級聲旁,旌的或體,,旍
15747,398,青,青,竹,,青,787,生,,,,,,,,,,,子盈,子盈,子,盈,箐,箐,笭箐小籠,,7872,tsjɛŋ,tsjeeng,精,開,三,清A,平,精,梗,,下平14,清,清,清A,,,,,精組>A,cieng,,,,,,,,,下平30左,28,910,13,,,,,,,,七見,,七見,,,子盈：笭箐小籠,子盈,tsjɛŋ,tsjeeng,cieng,子,tsjeq,精,開,三,之,上,精,止,盈,yjeeng,以,開,三,清A,平,以,梗,,,,,,,,,tsjɨʔ,cix,jɛŋ,jeng,,,,,,箐
15721,98,青,青,頁,,青,787,生,,,,,,,,,,,子盈,子盈,子,盈,𩓨,𩓨,䫢𩓨頭不正也,,7873,tsjɛŋ,tsjeeng,精,開,三,清A,平,精,梗,,下平14,清,清,清A,,,,,精組>A,cieng,,,,,,,,,下平30左,29,910,14,,,,,,,,,,子庭,,,子盈：䫢𩓨頭不正也,子盈,tsjɛŋ,tsjeeng,cieng,子,tsjeq,精,開,三,之,上,精,止,盈,yjeeng,以,開,三,清A,平,以,梗,,,,,,,,,tsjɨʔ,cix,jɛŋ,jeng,,,,,,𩓨
15715,15,青,青,耳,,青,787,生,,,,,,,,,,,子盈,子盈,子,盈,聙,聙,聰聽也,,7874,tsjɛŋ,tsjeeng,精,開,三,清A,平,精,梗,,下平14,清,清,清A,,,,,精組>A,cieng,,,,,,,,,下平30左,30,910,15,,,,子情,8,,,子盈,,子盈,,,子盈：聰聽也,子盈,tsjɛŋ,tsjeeng,cieng,子,tsjeq,精,開,三,之,上,精,止,盈,yjeeng,以,開,三,清A,平,以,梗,,,,,,,,,tsjɨʔ,cix,jɛŋ,jeng,,,,,,聙
15668,,盈,,夃皿,會意,盈,786,盈,以成,,,,,,,,,,以成,以成,以,成,盈,盈,充也滿也又姓出姓苑以成切十二,,7875,jɛŋ,yjeeng,以,開,三,清A,平,以,梗,,下平14,清,清,清A,,,,,以紐>A,jeng,ying4,y,ing,4,ying2,y,ing,2,下平30左,31,911,1,,10,以成,以成,1,9加1,,余成,,余成,,,以成：充也滿也又姓出姓苑以成切十二,以成,jɛŋ,yjeeng,jeng,以,yjeq,以,開,三,之,上,以,止,成,dcjeeng,常,開,三,清A,平,章,梗,,,,,,,,,jɨʔ,jix,dʑjɛŋ,zjeng,,聲旁,次級聲旁,夃（賈的或體）爲⿱乃夊,耕,盈
16148,195,嬴,,𣎆女,會意,嬴,812,嬴,,,,,,,,,,,以成,以成,以,成,嬴,嬴,秦姓,,7876,jɛŋ,yjeeng,以,開,三,清A,平,以,梗,,下平14,清,清,清A,,,,,以紐>A,jeng,ying4,y,ing,4,ying2,y,ing,2,下平30左,32,911,2,,,以成,以成,2,,,餘征,,余佂,yjeeng,以征1/盈22,以成：秦姓,以成,jɛŋ,yjeeng,jeng,以,yjeq,以,開,三,之,上,以,止,成,dcjeeng,常,開,三,清A,平,章,梗,,,,,,,,,jɨʔ,jix,dʑjɛŋ,zjeng,,聲旁,次級聲旁,,耕,嬴
16150,119,嬴,嬴,女,,嬴,812,嬴,,,,,,,,,,,以成,以成,以,成,㜲,㜲,美好皃,,7877,jɛŋ,yjeeng,以,開,三,清A,平,以,梗,,下平14,清,清,清A,,,,,以紐>A,jeng,,,,,,,,,下平30左,33,911,3,,,以成,以成,3,,,,,,,,以成：美好皃,以成,jɛŋ,yjeeng,jeng,以,yjeq,以,開,三,之,上,以,止,成,dcjeeng,常,開,三,清A,平,章,梗,,,,,,,,,jɨʔ,jix,dʑjɛŋ,zjeng,,,,,,㜲
16152,261,嬴,嬴,水,,嬴,812,嬴,,,,,,,,,,,以成,以成,以,成,瀛,瀛,大海亦州名漢河閒王國後魏於此立瀛州蓋以瀛海爲名,,7878,jɛŋ,yjeeng,以,開,三,清A,平,以,梗,,下平14,清,清,清A,,,,,以紐>A,jeng,ying4,y,ing,4,ying2,y,ing,2,下平30左,34,911,4,,,,以成,4,,,与成,,與成,,,以成：大海亦州名漢河閒王國後魏於此立瀛州蓋以瀛海爲名,以成,jɛŋ,yjeeng,jeng,以,yjeq,以,開,三,之,上,以,止,成,dcjeeng,常,開,三,清A,平,章,梗,,,,,,,,,jɨʔ,jix,dʑjɛŋ,zjeng,,,,,,瀛
16153,398,嬴,嬴,竹,,嬴,812,嬴,,,,,,,,,,,以成,以成,以,成,籝,籝,籠也說文笭也漢書曰遺子黃金滿籝不如教子一經亦作籝,,7879,jɛŋ,yjeeng,以,開,三,清A,平,以,梗,,下平14,清,清,清A,,,,,以紐>A,jeng,,,,,,,,,下平30左,35,911,5,,,以成,以成,5,,,,,弋成,,,以成：籠也說文笭也漢書曰遺子黃金滿籝不如教子一經亦作籝,以成,jɛŋ,yjeeng,jeng,以,yjeq,以,開,三,之,上,以,止,成,dcjeeng,常,開,三,清A,平,章,梗,,,,,,,,,jɨʔ,jix,dʑjɛŋ,zjeng,,,,,,籝
15670,216,盈,盈,木,,盈,786,盈,,,,,,,,,,,以成,以成,以,成,楹,楹,柱也孔子曰夢奠於兩楹,,7880,jɛŋ,yjeeng,以,開,三,清A,平,以,梗,,下平14,清,清,清A,,,,,以紐>A,jeng,,,,,,,,,下平30左,36,911,6,,,以成,以成,6,,,餘誠,,餘成,yjeeng,盈11,以成：柱也孔子曰夢奠於兩楹,以成,jɛŋ,yjeeng,jeng,以,yjeq,以,開,三,之,上,以,止,成,dcjeeng,常,開,三,清A,平,章,梗,,,,,,,,,jɨʔ,jix,dʑjɛŋ,zjeng,,,,,,楹
16154,195,贏,,𣎆貝,會意,贏,812,嬴,,,,,,,,,,,以成,以成,以,成,贏,贏,利也益也有餘也財長也,,7881,jɛŋ,yjeeng,以,開,三,清A,平,以,梗,,下平14,清,清,清A,,,,,以紐>A,jeng,yéng4,y,éng,4,ying2,y,ing,2,下平30左,37,911,7,,,以成,以成,9,,,餘成,,余成,yjeeng/0,盈8/□1,以成：利也益也有餘也財長也,以成,jɛŋ,yjeeng,jeng,以,yjeq,以,開,三,之,上,以,止,成,dcjeeng,常,開,三,清A,平,章,梗,,,,,,,,,jɨʔ,jix,dʑjɛŋ,zjeng,,,次級聲旁,似相當於嬴省聲,,贏
15669,166,盈,盈,犬,,盈,786,盈,,,,,,,,,,,以成,以成,以,成,𤟣,𤟣,似狐色黃,,7882,jɛŋ,yjeeng,以,開,三,清A,平,以,梗,,下平14,清,清,清A,,,,,以紐>A,jeng,,,,,,,,,下平30左,38,911,8,,,以成,以成,a1,,,餘征,,余成,,,以成：似狐色黃,以成,jɛŋ,yjeeng,jeng,以,yjeq,以,開,三,之,上,以,止,成,dcjeeng,常,開,三,清A,平,章,梗,,,,,,,,,jɨʔ,jix,dʑjɛŋ,zjeng,,,,,,𤟣
16151,200,嬴,嬴,艸,,嬴,812,嬴,,,,,,,,,,,以成,以成,以,成,䕦,䕦,菊花一名帝女花,,7883,jɛŋ,yjeeng,以,開,三,清A,平,以,梗,,下平14,清,清,清A,,,,,以紐>A,jeng,,,,,,,,,下平30左,39,911,9,,,,,,,,,,藥征,,,以成：菊花一名帝女花,以成,jɛŋ,yjeeng,jeng,以,yjeq,以,開,三,之,上,以,止,成,dcjeeng,常,開,三,清A,平,章,梗,,,,,,,,,jɨʔ,jix,dʑjɛŋ,zjeng,,,,,,䕦
15671,320,盈,盈,邑,,盈,786,盈,,,,,,,,,,,以成,以成,以,成,𨜏,𨜏,姓也出姓苑,,7884,jɛŋ,yjeeng,以,開,三,清A,平,以,梗,,下平14,清,清,清A,,,,,以紐>A,jeng,,,,,,,,,下平30左,40,911,10,,,,,,,,,,,,,以成：姓也出姓苑,以成,jɛŋ,yjeeng,jeng,以,yjeq,以,開,三,之,上,以,止,成,dcjeeng,常,開,三,清A,平,章,梗,,,,,,,,,jɨʔ,jix,dʑjɛŋ,zjeng,,,,,,𨜏
15673,106,盈,盈,肉,,𦝚,786,盈,,,,,,,,,,,以成,以成,以,成,𦝚,𦝚,魯大夫名,,7885,jɛŋ,yjeeng,以,開,三,清A,平,以,梗,,下平14,清,清,清A,,,,,以紐>A,jeng,,,,,,,,,下平30左,41,911,11,,,以成,以成,8,,,餘聲,,餘聲,,,以成：魯大夫名,以成,jɛŋ,yjeeng,jeng,以,yjeq,以,開,三,之,上,以,止,成,dcjeeng,常,開,三,清A,平,章,梗,,,,,,,,,jɨʔ,jix,dʑjɛŋ,zjeng,,,次級聲旁,,,𦝚
16149,47,嬴,嬴,手,,嬴,812,嬴,,,,,,,,,,,以成,以成,以,成,攍,攍,擔也,,7886,jɛŋ,yjeeng,以,開,三,清A,平,以,梗,,下平14,清,清,清A,,,,,以紐>A,jeng,,,,,,,,,下平30左,42,911,12,,,以成,以成,7,,,餘征,,余征,,,以成：擔也,以成,jɛŋ,yjeeng,jeng,以,yjeq,以,開,三,之,上,以,止,成,dcjeeng,常,開,三,清A,平,章,梗,,,,,,,,,jɨʔ,jix,dʑjɛŋ,zjeng,,,,,,攍
15298,319,𤇾,𤇾,宮,,營,773,𤇾,余傾,,,,,,,,,,余傾,余傾,余,傾,營,營,造也度也說文曰市居也亦州名舜分青州爲營州爾雅曰齊曰營州今青州也又姓風俗通云周成王卿士營伯之後漢有京兆尹營郃余傾切六,,7887,jwjɛŋ,ywjeeng,以,合,三,清A,平,以,梗,,下平14,清,清,清A,,,,,以紐>A,jyeng,ying4,y,ing,4,ying2,y,ing,2,下平30左,43,912,1,,3,余傾,余傾,1,4,,胡瓊,,弋瓊,ghweng/qwjeeng/ywjeeng,熒1/一傾1/如字2,余傾：造也度也說文曰市居也亦州名舜分青州爲營州爾雅曰齊曰營州今青州也又姓風俗通云周成王卿士營伯之後漢有京兆尹營郃余傾切六,余傾,jwjɛŋ,ywjeeng,jyeng,余,yjoo,以,開,三,魚,平,以,遇,傾,khwjeeng,溪,合,三,清A,平,見,梗,,,,,,,,,jɔ,jo,khwjɛŋ,khjyeng,,,次級聲旁,从宮省,耕,營
15272,370,𤇾,𤇾,金,,𤇾,773,𤇾,,,,,,,,,,,余傾,余傾,余,傾,鎣,鎣,采鐵又音瑩,,7888,jwjɛŋ,ywjeeng,以,合,三,清A,平,以,梗,,下平14,清,清,清A,,,,,以紐>A,jyeng,,,,,,,,,下平31右,1,912,2,,,,余傾,2,,,胡駉,,余傾/烏定,qweng,烏瞑1,余傾：采鐵又音瑩/烏定：鎣飾也烏定切四,余傾/烏定,jwjɛŋ/ʔeŋh,ywjeeng/qengh,jyeng/qengh,余,yjoo,以,開,三,魚,平,以,遇,傾,khwjeeng,溪,合,三,清A,平,見,梗,,,,,,,,,jɔ,jo,khwjɛŋ,khjyeng,,,,,,鎣
15262,288,𤇾,𤇾,土,,𤇾,773,𤇾,,,,,,,,,,,余傾,余傾,余,傾,塋,塋,墓域,,7889,jwjɛŋ,ywjeeng,以,合,三,清A,平,以,梗,,下平14,清,清,清A,,,,,以紐>A,jyeng,ying4,y,ing,4,ying2,y,ing,2,下平31右,2,912,3,,,余傾,余傾,3,,,胡瓊,,余瓊,ywjeeng,營4,余傾：墓域,余傾,jwjɛŋ,ywjeeng,jyeng,余,yjoo,以,開,三,魚,平,以,遇,傾,khwjeeng,溪,合,三,清A,平,見,梗,,,,,,,,,jɔ,jo,khwjɛŋ,khjyeng,,,,,,塋
15294,1,𤇾,𤇾,目,,䁝,773,𤇾,,,,,,,,,,,余傾,余傾,余,傾,䁝,䁝,惑也又戶扃切,,7890,jwjɛŋ,ywjeeng,以,合,三,清A,平,以,梗,,下平14,清,清,清A,,,,,以紐>A,jyeng,,,,,,,,,下平31右,3,912,4,,,余傾,余傾,4,,,胡停,,唯并/胡亭,,,余傾：惑也又戶扃切/戶扃：䁝惑也又余傾切/烏猛：清潔烏猛切三,余傾/戶扃/烏猛,jwjɛŋ/ɦweŋ/ʔwajŋʔ,ywjeeng/ghweng/qwaingq,jyeng/ghueng/qruangx,余,yjoo,以,開,三,魚,平,以,遇,傾,khwjeeng,溪,合,三,清A,平,見,梗,,,,,,,,,jɔ,jo,khwjɛŋ,khjyeng,,,次級聲旁,,,䁝
15289,261,滎,滎,水,,滎,773,𤇾,,,,,,,,,,,余傾,余傾,余,傾,濴,濴,波勢回皃,,7891,jwjɛŋ,ywjeeng,以,合,三,清A,平,以,梗,,下平14,清,清,清A,,,,,以紐>A,jyeng,,,,,,,,,下平31右,4,912,5,,,,,,,,,,烏營,,,余傾：波勢回皃,余傾,jwjɛŋ,ywjeeng,jyeng,余,yjoo,以,開,三,魚,平,以,遇,傾,khwjeeng,溪,合,三,清A,平,見,梗,,,,,,,,,jɔ,jo,khwjɛŋ,khjyeng,,,,,,濴
15250,27,𤇾,𤇾,言,,𤇾,773,𤇾,,,,,,,,,,,余傾,余傾,余,傾,謍,謍,說文曰小聲也引詩云謍謍青蠅,,7892,jwjɛŋ,ywjeeng,以,合,三,清A,平,以,梗,,下平14,清,清,清A,,,,,以紐>A,jyeng,,,,,,,,,下平31右,5,912,6,,,,,,,,胡瓊,是,余瓊,,,虎橫：謍謍小聲/烏宏：謍𧭈/余傾：說文曰小聲也引詩云謍謍青蠅,虎橫/烏宏/余傾,hwajŋ/ʔwæŋ/jwjɛŋ,hwaing/qweang/ywjeeng,hruang/qrueng/jyeng,余,yjoo,以,開,三,魚,平,以,遇,傾,khwjeeng,溪,合,三,清A,平,見,梗,,,,,,,,,jɔ,jo,khwjɛŋ,khjyeng,,,,,,謍
15202,119,賏,賏,女,,嬰,769,賏,於盈,,,,,,,,,,於盈,於盈,於,盈,嬰,嬰,蒼頡篇云女曰嬰男曰兒又姓風俗通云晉大夫季嬰之後於盈切七,,7893,ʔjɛŋ,qjeeng,影,開,三,清A,平,影,梗,,下平14,清,清,清A,,,,,影組>A,qjeng,ying1,y,ing,1,ying1,y,ing,1,下平31右,6,913,1,,6,於盈,於盈,1,6,,烏盈,,一盈,qeang/qjeeng,厄耕1/於耕1/一盈2/於盈1,於盈：蒼頡篇云女曰嬰男曰兒又姓風俗通云晉大夫季嬰之後於盈切七,於盈,ʔjɛŋ,qjeeng,qjeng,於,qjoo,影,開,三,魚,平,影,遇,盈,yjeeng,以,開,三,清A,平,以,梗,,,,,,,,,ʔjɔ,qio,jɛŋ,jeng,,,次級聲旁,,耕,嬰
15214,299,嬰,嬰,玉,,嬰,769,賏,,,,,,,,,,,於盈,於盈,於,盈,瓔,瓔,瓔珞,,7894,ʔjɛŋ,qjeeng,影,開,三,清A,平,影,梗,,下平14,清,清,清A,,,,,影組>A,qjeng,ying1,y,ing,1,ying1,y,ing,1,下平31右,7,913,2,,,於盈,於盈,3,,,於耕,,於盈,,,於盈：瓔珞,於盈,ʔjɛŋ,qjeeng,qjeng,於,qjoo,影,開,三,魚,平,影,遇,盈,yjeeng,以,開,三,清A,平,以,梗,,,,,,,,,ʔjɔ,qio,jɛŋ,jeng,,,,,,瓔
15218,330,嬰,嬰,糸,,嬰,769,賏,,,,,,,,,,,於盈,於盈,於,盈,纓,纓,冠纓禮記玉藻曰玄冠朱組纓,,7895,ʔjɛŋ,qjeeng,影,開,三,清A,平,影,梗,,下平14,清,清,清A,,,,,影組>A,qjeng,,,,,,,,,下平31右,8,913,3,,,於盈,於盈,2,,,於成,是,於成,qjeeng/qjeengh,於盈1/於政1,於盈：冠纓禮記玉藻曰玄冠朱組纓,於盈,ʔjɛŋ,qjeeng,qjeng,於,qjoo,影,開,三,魚,平,影,遇,盈,yjeeng,以,開,三,清A,平,以,梗,,,,,,,,,ʔjɔ,qio,jɛŋ,jeng,,,,,,纓
15205,47,嬰,嬰,手,,嬰,769,賏,,,,,,,,,,,於盈,於盈,於,盈,攖,攖,亂也,,7896,ʔjɛŋ,qjeeng,影,開,三,清A,平,影,梗,,下平14,清,清,清A,,,,,影組>A,qjeng,,,,,,,,,下平31右,9,913,4,,,於盈,於盈,5,,,央成,,伊成,qjeeng/qwjeeng,一盈1/於盈2/嬰1/一營1/於營3/縈1,於盈：亂也,於盈,ʔjɛŋ,qjeeng,qjeng,於,qjoo,影,開,三,魚,平,影,遇,盈,yjeeng,以,開,三,清A,平,以,梗,,,,,,,,,ʔjɔ,qio,jɛŋ,jeng,,,,,,攖
15216,320,嬰,嬰,邑,,嬰,769,賏,,,,,,,,,,,於盈,於盈,於,盈,𨟙,𨟙,地名又一井切,,7897,ʔjɛŋ,qjeeng,影,開,三,清A,平,影,梗,,下平14,清,清,清A,,,,,影組>A,qjeng,,,,,,,,,下平31右,10,913,5,,,於盈,於盈,6,,,一井,,於盈/於井,,,於盈：地名又一井切/於郢：地名,於盈/於郢,ʔjɛŋ/ʔjɛŋʔ,qjeeng/qjeengq,qjeng/qjengx,於,qjoo,影,開,三,魚,平,影,遇,盈,yjeeng,以,開,三,清A,平,以,梗,,,,,,,,,ʔjɔ,qio,jɛŋ,jeng,,,,,,𨟙
15195,456,賏,,貝貝,會意,賏,769,賏,,,,,,,,,,,於盈,於盈,於,盈,賏,賏,貝飾,,7898,ʔjɛŋ,qjeeng,影,開,三,清A,平,影,梗,,下平14,清,清,清A,,,,,影組>A,qjeng,,,,,,,,,下平31右,11,913,6,,,於盈,於盈,4,,,,,於敬/於庚,,,於盈：貝飾/於敬：頸飾,於盈/於敬,ʔjɛŋ/ʔjajŋh,qjeeng/qeengh,qjeng/qiengh,於,qjoo,影,開,三,魚,平,影,遇,盈,yjeeng,以,開,三,清A,平,以,梗,,,,,,,,,ʔjɔ,qio,jɛŋ,jeng,,聲旁,次級聲旁,,耕,賏
15208,200,嬰,嬰,艸,,嬰,769,賏,,,,,,,,,,,於盈,於盈,於,盈,蘡,蘡,蘡薁藤也,,7899,ʔjɛŋ,qjeeng,影,開,三,清A,平,影,梗,,下平14,清,清,清A,,,,,影組>A,qjeng,,,,,,,,,下平31右,12,913,7,,,,,,,,,,於盈,qeang/qjeeng,於耕1/於盈1,於盈：蘡薁藤也,於盈,ʔjɛŋ,qjeeng,qjeng,於,qjoo,影,開,三,魚,平,影,遇,盈,yjeeng,以,開,三,清A,平,以,梗,,,,,,,,,ʔjɔ,qio,jɛŋ,jeng,,,,,,蘡
15628,240,鼎,鼎,卜,,貞,783,鼎,陟盈,,,,,,,,,,陟盈,陟盈,陟,盈,貞,貞,正也陟盈切六,,7900,ʈɛŋ,treeng,知,開,三,清B,平,知,梗,,下平14,清,清,清B,,,,,知組>B,trieng,jing1,j,ing,1,zhen1,zh,en,1,下平31右,13,914,1,,5,陟盈,陟盈,1,7,6偵,徵京,是,知京,,,陟盈：正也陟盈切六,陟盈,ʈɛŋ,treeng,trieng,陟,trik,知,開,三,蒸,入,知,曾,盈,yjeeng,以,開,三,清A,平,以,梗,,,,,,,,,ʈɨk,trik,jɛŋ,jeng,,,次級聲旁,聲旁爲鼎，非从貝；作部件時鼎易與貝混,耕,貞
15634,216,貞,貞,木,,貞,783,鼎,,,,,,,,,,,陟盈,陟盈,陟,盈,楨,楨,楨榦題曰楨旁曰榦又女楨冬不凋木也,,7901,ʈɛŋ,treeng,知,開,三,清B,平,知,梗,,下平14,清,清,清B,,,,,知組>B,trieng,,,,,,,,,下平31右,14,914,2,,,陟盈,陟盈,3,,,知京,,知京,treeng,貞8,陟盈：楨榦題曰楨旁曰榦又女楨冬不凋木也,陟盈,ʈɛŋ,treeng,trieng,陟,trik,知,開,三,蒸,入,知,曾,盈,yjeeng,以,開,三,清A,平,以,梗,,,,,,,,,ʈɨk,trik,jɛŋ,jeng,,,,,,楨
