word,visual_mean,visual_sd,visual_n,auditory_mean,auditory_sd,auditory_n,scale
jet,74.517,18.253,25,64.393,27.343,27,0-100_VAS
jeton,80.333,19.365,23,50.348,33.475,23,0-100_VAS
jetée,65.174,29.199,23,25.87,28.475,23,0-100_VAS
jeudi,52.333,36.01,28,36.586,34.981,28,0-100_VAS
jeunesse,66.48,34.796,25,48.407,39.939,27,0-100_VAS
jonction,41.615,30.011,25,14.333,25.158,27,0-100_VAS
joueur,62.833,27.134,24,27.583,29.14,24,0-100_VAS
joueuse,54,42.063,24,32.5,34.738,24,0-100_VAS
jouissance,67.84,39.562,24,66.375,34.122,24,0-100_VAS
journal,76.826,21.077,23,28.565,35.657,23,0-100_VAS
journaliste,59.042,34.433,24,46.292,37.204,24,0-100_VAS
joyau,75.724,20.575,26,22.778,25.94,27,0-100_VAS
juillet,73.185,27.084,28,37.828,37.536,28,0-100_VAS
juke-box,81.643,23.525,25,76.778,30.885,27,0-100_VAS
jumelles,77.071,23.26,25,11.462,22.806,26,0-100_VAS
jument,78.261,26.889,24,53.348,37.431,24,0-100_VAS
juron,29.56,35.572,24,67.042,33.582,24,0-100_VAS
jury,74.231,21.911,25,45.115,37.432,26,0-100_VAS
juré,52.321,30.667,28,45.241,35.791,28,0-100_VAS
jus,78.44,21.004,24,35.375,36.503,24,0-100_VAS
justesse,28.286,30.431,25,24.462,31.657,26,0-100_VAS
justice,57.25,34.338,24,43.696,34.833,24,0-100_VAS
justification,36.917,36.662,25,47.269,39.187,27,0-100_VAS
kangourou,76.857,19.134,28,35.103,33.54,28,0-100_VAS
kayak,84.034,17.024,25,44.296,33.89,27,0-100_VAS
kermesse,39.448,35.968,28,29.929,35.27,28,0-100_VAS
kiosque,82.143,17.6,28,26.786,26.521,28,0-100_VAS
kir,39.52,36.108,24,15.292,20.992,24,0-100_VAS
kiwi,88.64,18.366,25,19.385,35.911,26,0-100_VAS
klaxon,44.217,32.253,23,79.174,29.206,23,0-100_VAS
koala,87.808,13.963,25,13.704,24.805,27,0-100_VAS
krill,28.357,30.941,28,9.929,16.535,28,0-100_VAS
képi,45.071,46.048,25,20.444,33.897,27,0-100_VAS
kérosène,29.174,31.117,23,16.364,29.403,23,0-100_VAS
laboratoire,81.958,20.873,25,29.148,32.397,26,0-100_VAS
labyrinthe,90.037,10.025,28,22.037,32.253,28,0-100_VAS
lacune,30.312,32.353,24,23.32,30.579,25,0-100_VAS
laideur,62.913,39.658,23,17.217,26.529,23,0-100_VAS
laie,4.72,13.783,25,4.654,13.859,26,0-100_VAS
laine,77.846,25.964,25,19.963,32.173,27,0-100_VAS
laitier,63.309,26.031,24,17.44,20.347,25,0-100_VAS
lama,77.391,30.301,24,32.826,36.383,24,0-100_VAS
lambeau,66.643,29.358,28,23.655,23.714,28,0-100_VAS
lame,82.522,19.649,24,31.292,35.304,24,0-100_VAS
lamelle,48.292,33.551,24,14.417,25.433,24,0-100_VAS
lampadaire,85.536,15.116,25,22.423,25.83,27,0-100_VAS
lampe,90.636,12.45,24,18.81,31.028,24,0-100_VAS
lance-pierres,78.8,21.453,25,41.32,31.636,26,0-100_VAS
lancement,67.304,27.91,23,33.292,33.264,23,0-100_VAS
lancer,72.375,27.427,24,27.25,32.99,24,0-100_VAS
landau,54,38.657,25,20.923,29.19,26,0-100_VAS
languette,59.542,30.195,24,10.75,16.533,24,0-100_VAS
lanterne,77.156,22.819,24,16.72,19.874,25,0-100_VAS
lapin,92.227,10.374,24,16.35,25.997,24,0-100_VAS
lapsus,17.042,26.681,25,60.741,36.845,27,0-100_VAS
laque,43.87,38.794,23,21.667,34.139,23,0-100_VAS
largeur,63.071,33.174,25,23.222,34.385,27,0-100_VAS
larme,86.174,16.185,25,59.92,33.318,26,0-100_VAS
lassitude,46,31.826,20,25.25,31.231,20,0-100_VAS
lasso,62.929,29.769,28,29.241,25.225,28,0-100_VAS
latte,70.917,29.64,24,26.792,27.96,24,0-100_VAS
laurier,57.4,30.141,25,20.148,25.708,27,0-100_VAS
lauréat,63.714,34.706,25,43.407,39.225,27,0-100_VAS
lavabo,90.583,15.542,25,57.308,32.328,26,0-100_VAS
lavage,71.696,29.325,23,47.348,35.097,23,0-100_VAS
lecteur,60.174,35.347,23,28.609,34.53,23,0-100_VAS
lecture,76.615,28.294,25,36.704,35.814,27,0-100_VAS
lemme,2.545,10.627,24,0.619,2.202,24,0-100_VAS
lenteur,49.724,35.999,25,14.346,27.081,26,0-100_VAS
lentille,75.741,23.69,25,12.926,20.55,26,0-100_VAS
lettre,80.538,18.281,25,29.556,33.031,26,0-100_VAS
leurre,34.833,36.062,24,15.917,20.661,24,0-100_VAS
lever,66.08,30.247,23,29.565,34.387,23,0-100_VAS
levier,66.276,26.699,28,27.679,30.183,28,0-100_VAS
levure,65.857,30.885,25,25.185,33.768,27,0-100_VAS
levée,62.92,28.583,25,28.88,33.519,26,0-100_VAS
lexique,53.478,32.718,23,16.87,26.665,23,0-100_VAS
leçon,44.16,38.007,25,38.519,39.637,27,0-100_VAS
liage,33.036,34.425,28,16.407,28.83,28,0-100_VAS
liaison,64.778,32.737,28,35,36.179,28,0-100_VAS
libellule,79.269,23.082,25,41.296,35.501,27,0-100_VAS
liberté,63.308,35.263,25,36.741,36.728,27,0-100_VAS
libraire,70.773,29.053,24,15.091,22.661,24,0-100_VAS
libération,56.917,34.324,24,36.667,36.833,24,0-100_VAS
licorne,85.448,16.83,25,17.481,26.015,27,0-100_VAS
lien,54.926,32.916,25,32.148,33.715,27,0-100_VAS
lierre,45.741,45.292,25,16.074,25.555,26,0-100_VAS
ligament,56.583,29.226,24,16.16,22.682,25,0-100_VAS
ligne,82.227,23.72,23,23.708,30.095,23,0-100_VAS
lilas,88.273,16.45,24,6.952,14.61,24,0-100_VAS
limace,73.55,18.597,20,12.9,17.859,20,0-100_VAS
limande,11.05,23.876,20,4.75,14.487,20,0-100_VAS
limite,55.926,31.252,28,21.214,26.34,28,0-100_VAS
limonade,86.321,15.924,26,41.593,39.219,27,0-100_VAS
limousine,90.87,14.059,23,20.542,30.773,23,0-100_VAS
lingerie,87.04,17.089,24,7.652,16.851,24,0-100_VAS
linguistique,40.692,35.758,24,38.625,38.027,25,0-100_VAS
lion,89.241,15.69,28,65.714,34.068,28,0-100_VAS
lionceau,79,23.59,24,55.625,31.858,24,0-100_VAS
lionne,83.5,19.746,24,64.958,29.928,25,0-100_VAS
liqueur,70.35,31.786,20,32.4,37.335,20,0-100_VAS
liquide,79.357,24.758,28,51.821,37.867,28,0-100_VAS
lisière,42.12,34.337,26,21.741,33.062,27,0-100_VAS
litière,78.211,18.326,20,26.25,30.178,20,0-100_VAS
livre,88.542,22.075,26,23.667,29.55,27,0-100_VAS
livret,76.083,24.32,24,23.04,27.132,25,0-100_VAS
liège,60.783,38.672,23,22.348,32.644,23,0-100_VAS
lièvre,78.4,25.828,25,26.852,29.293,27,0-100_VAS
local,70.625,24.969,23,38,36.392,23,0-100_VAS
location,52.214,34.37,26,16.115,24.676,26,0-100_VAS
locomotive,81.455,21.438,24,74.087,33.03,24,0-100_VAS
locution,25.545,29.34,23,39.208,34.664,23,0-100_VAS
logement,77.5,22.232,20,12.7,16.467,20,0-100_VAS
logiciel,59.32,33.333,26,17.577,24.852,27,0-100_VAS
logis,68,32.675,20,17.2,24.556,20,0-100_VAS
loin,72.071,25.238,28,20.214,24.492,28,0-100_VAS
loisir,64.346,31.315,24,45.958,39.09,24,0-100_VAS
longueur,49,38.067,26,18.885,28.725,26,0-100_VAS
losange,82.458,20.509,26,23.76,34.497,26,0-100_VAS
lotion,72.615,22.638,24,21.667,26.689,24,0-100_VAS
louange,39,34.205,20,55.2,40.983,20,0-100_VAS
loup,87.115,14.806,26,73.185,29.527,26,0-100_VAS
loutre,81.2,29.541,26,34.538,38.836,26,0-100_VAS
louveteau,62.231,28.04,26,40.593,35.571,26,0-100_VAS
loyauté,46.708,37.78,24,36.375,33.677,24,0-100_VAS
loyer,54.56,34.174,24,21.44,26.757,25,0-100_VAS
lubie,22.269,29.961,26,18.667,28.132,27,0-100_VAS
lubrifiant,70.042,31.813,24,30.36,28.776,25,0-100_VAS
lubrification,64.636,33.071,24,28.143,32.421,24,0-100_VAS
lucarne,44.19,38.867,24,2.619,4.117,24,0-100_VAS
lucidité,38.6,31.803,25,28.815,31.936,27,0-100_VAS
luge,86.56,23.168,24,40.833,33.673,25,0-100_VAS
lumière,84.44,26.477,25,11.577,23.44,26,0-100_VAS
lunch,67.931,35.149,25,21.577,34.067,26,0-100_VAS
lundi,45.958,36.933,24,22.458,31.272,24,0-100_VAS
lune,90.821,13.717,28,11.536,25.126,28,0-100_VAS
lunette,89.72,14.319,25,24.8,33.42,26,0-100_VAS
lunettes,92.16,11.799,25,8.115,17.354,26,0-100_VAS
luth,32.76,41.485,25,26.115,39.844,26,0-100_VAS
lutin,83.04,27.667,24,38.8,35.207,25,0-100_VAS
lutte,74.625,26.055,24,41.042,40.005,24,0-100_VAS
lutteur,82.815,16.217,28,49.63,34.609,28,0-100_VAS
lynx,73.25,25.181,20,29.85,35.904,20,0-100_VAS
lyrisme,30.5,35.101,25,30.423,36.145,26,0-100_VAS
lâcheté,44.138,36.152,28,25.25,31.362,28,0-100_VAS
lèpre,55.111,33.903,20,25.35,33.032,20,0-100_VAS
lèvre,89.64,16.748,25,36,35.791,26,0-100_VAS
lèvres,87.731,13.049,25,47.074,39.126,27,0-100_VAS
légalité,39.069,36.029,28,29.321,34.592,28,0-100_VAS
légende,48.846,34.471,25,43.556,39.128,27,0-100_VAS
législation,38.24,36.176,25,25.704,30.194,27,0-100_VAS
légume,91.448,13.984,28,31,39.093,28,0-100_VAS
léopard,84.885,22.325,25,45.192,35.898,26,0-100_VAS
lésion,72.167,24.932,23,27.609,29.683,23,0-100_VAS
lézard,76.053,22.322,20,14.7,21.81,20,0-100_VAS
macaron,87.458,17.235,24,12.958,22.319,24,0-100_VAS
macaroni,87.45,15.336,20,25.4,28.396,20,0-100_VAS
machine,71.583,30.849,24,50.542,31.03,24,0-100_VAS
magasin,86.179,17.101,25,53.741,35.487,27,0-100_VAS
magazine,78.385,19.688,28,31.966,29.883,28,0-100_VAS
magie,70.833,32.164,24,44.75,37.008,24,0-100_VAS
magnétophone,74.786,21.249,25,58.269,35.591,27,0-100_VAS
maille,72.84,20.625,25,20.48,29.343,26,0-100_VAS
maillet,39.136,39.524,23,20.167,30.847,23,0-100_VAS
maillon,63.391,29.956,23,23.652,27.694,23,0-100_VAS
main,88.385,16.344,25,31.111,33.45,27,0-100_VAS
mainmise,24.038,31.086,24,12.5,24.816,24,0-100_VAS
maintien,48.727,39.262,24,15.455,24.299,24,0-100_VAS
mairie,58.875,30.98,25,24.538,29.271,27,0-100_VAS
maison,89.321,18.507,25,49.148,43.305,27,0-100_VAS
maisonnette,74.071,25.667,25,7.385,15.669,26,0-100_VAS
majesté,68.607,25.577,25,32.259,32.397,27,0-100_VAS
majorité,50.667,36.75,24,21.75,35.136,24,0-100_VAS
malade,65.583,35.968,24,41.083,34.977,24,0-100_VAS
maladie,64.75,36.499,25,39.462,39.698,27,0-100_VAS
maladresse,67.708,32.537,25,40.154,35.575,27,0-100_VAS
malaise,47.313,29.34,24,28.28,32.261,25,0-100_VAS
malentendu,44.409,37.309,24,49.667,42.696,24,0-100_VAS
malheur,50.591,38.75,23,36.043,44.73,23,0-100_VAS
malice,42.862,34.487,25,34.444,32.629,27,0-100_VAS
malle,64.75,30.418,24,17.174,20.762,24,0-100_VAS
mallette,69.68,27.343,25,24.63,27.084,27,0-100_VAS
maman,81.968,20.905,24,61.28,34.59,25,0-100_VAS
mamelle,72.48,26.063,24,12.68,21.451,25,0-100_VAS
mamelon,85.5,24.596,24,8.125,14.576,24,0-100_VAS
mammouth,85.923,22.138,25,36.385,33.053,26,0-100_VAS
mandat,42,35.101,24,24.75,29.792,24,0-100_VAS
mandoline,60.625,35.993,25,48,36.962,27,0-100_VAS
manette,77.375,23.095,24,43.304,32.827,24,0-100_VAS
manie,41.739,33.388,23,29.87,32.639,23,0-100_VAS
manifestation,74.036,18.596,28,67.517,28.617,28,0-100_VAS
manivelle,71.68,23.528,24,31.125,31.962,24,0-100_VAS
manoeuvre,49.655,27.35,28,32.857,33.316,28,0-100_VAS
manoir,78.231,23.914,25,22.963,27.612,27,0-100_VAS
manuel,73.522,29.366,23,19.208,26.755,23,0-100_VAS
manège,85.28,19.46,25,67.704,34.745,27,0-100_VAS
mappemonde,73.143,34.411,25,19.808,31.088,27,0-100_VAS
maquillage,83.16,23.769,24,21.25,30.798,24,0-100_VAS
maracas,73.5,32.049,28,79.704,29.79,28,0-100_VAS
marais,72.87,30.317,24,40.391,27.871,24,0-100_VAS
marathon,74.964,23.024,27,41.679,30.551,27,0-100_VAS
marcassin,14.792,26.265,24,10.917,23.467,24,0-100_VAS
marchandise,68.185,28.112,27,28.222,26.054,27,0-100_VAS
marché,77.44,26.128,24,45.88,36.405,25,0-100_VAS
mardi,42.19,37.316,24,10.81,18.965,24,0-100_VAS
marelle,87.24,12.716,27,53.731,34.472,26,0-100_VAS
margarine,76.154,25.66,27,25.778,36.517,27,0-100_VAS
marguerite,79.4,21.568,24,17.68,25.506,25,0-100_VAS
mari,64.083,31.142,23,49,42.254,23,0-100_VAS
mariage,80.304,26.192,23,58.955,32.099,23,0-100_VAS
marine,66.043,30.846,23,20.435,26.686,23,0-100_VAS
marmelade,70,31.607,23,19.652,31.552,23,0-100_VAS
marmite,81.655,15.001,27,40.519,29.799,27,0-100_VAS
marmotte,79.083,23.35,24,18,29.339,24,0-100_VAS
marquis,30.84,31.568,27,14.556,23.448,27,0-100_VAS
marron,77.5,22.223,20,16.15,26.863,20,0-100_VAS
marteau,77.583,21.545,24,74.125,23.519,24,0-100_VAS
marécage,74.375,24.32,23,48.905,33.041,23,0-100_VAS
maréchal,40.44,31.524,27,17.077,24.424,27,0-100_VAS
marée,82.259,24.041,28,60.296,34.899,28,0-100_VAS
massage,71.3,37.655,24,27.4,30.524,24,0-100_VAS
masse,55.444,31.535,27,20.333,26.165,26,0-100_VAS
massif,70.571,31.742,24,18.7,32.734,24,0-100_VAS
matelas,84.84,20.338,27,33.444,33.736,27,0-100_VAS
matinée,71.429,28.637,27,30.615,36.455,26,0-100_VAS
matou,72.607,35.451,27,53.519,39.749,27,0-100_VAS
matrice,64.429,29.673,28,25.704,32.296,28,0-100_VAS
maturité,52.583,39.559,24,20.333,30.497,24,0-100_VAS
matériau,59.6,37.272,20,26.1,31.775,20,0-100_VAS
maçon,48.24,39.729,25,22.192,30.512,26,0-100_VAS
maîtrise,44.966,34.542,28,22.857,29.769,28,0-100_VAS
maïs,82.087,27.475,23,37,33.683,23,0-100_VAS
melon,84.286,15.788,28,26.828,29.181,28,0-100_VAS
menace,50.679,33.124,25,52.889,38.377,27,0-100_VAS
menhir,43.348,41.583,25,9.087,20.259,24,0-100_VAS
menotte,79.28,20.679,25,36.708,29.43,25,0-100_VAS
mensonge,44.357,37.48,28,48.778,40.842,28,0-100_VAS
mention,42.96,32.114,25,37.519,38.004,27,0-100_VAS
menton,75.5,26.303,25,10.625,21.182,24,0-100_VAS
menu,81.708,21.596,25,16.792,27.432,24,0-100_VAS
mer,94.16,9.241,25,87.37,16.878,27,0-100_VAS
merci,56.545,43.426,25,62.273,38.165,24,0-100_VAS
mercredi,43.32,33.762,25,11.75,18.307,24,0-100_VAS
merde,75.682,26.796,25,44.773,40.84,24,0-100_VAS
merisier,42.364,37.327,23,9.739,19.543,23,0-100_VAS
merle,64.517,36.408,25,37.192,37.959,26,0-100_VAS
merveille,69.897,31.253,28,38.679,37.405,28,0-100_VAS
message,58.125,33.602,25,56.417,38.132,24,0-100_VAS
mesure,53.8,36.093,20,20.25,28.58,20,0-100_VAS
meuglement,44.217,32.932,23,69.609,30.118,23,0-100_VAS
meunier,40.808,34.033,24,27.36,33.166,25,0-100_VAS
meute,72.833,22.182,23,47.417,34.101,23,0-100_VAS
microbe,55.87,34.333,24,18.826,28.749,24,0-100_VAS
microscope,84.957,17.06,23,11.667,27.114,23,0-100_VAS
midi,60.125,34.775,23,39.174,37.366,23,0-100_VAS
miel,86.958,16.012,24,32.167,39.108,24,0-100_VAS
migration,68.143,24.732,25,45.963,30.075,27,0-100_VAS
milieu,54.417,25.67,24,15.739,22.842,24,0-100_VAS
militaire,81.071,20.061,28,54.214,35.992,28,0-100_VAS
mille,57.28,37.535,24,20.68,33.956,25,0-100_VAS
ministre,63.63,27.75,25,34.148,35.673,26,0-100_VAS
ministère,53.625,34.251,23,36.652,35.552,23,0-100_VAS
minorité,60.56,33.353,25,23.192,34.779,26,0-100_VAS
minuit,68.889,32.279,25,54.259,41.745,27,0-100_VAS
minéral,54.375,36.135,24,11.125,20.098,24,0-100_VAS
miracle,53.704,31.586,25,30.889,31.512,27,0-100_VAS
mirage,74.966,28.735,25,13.44,23.025,26,0-100_VAS
miroir,88.56,16.656,25,19.63,28.95,27,0-100_VAS
mission,37.083,34.736,24,28.25,31.904,24,0-100_VAS
missionnaire,74.542,26.083,25,38.889,40.486,27,0-100_VAS
mite,44,34.025,24,10.75,18.503,24,0-100_VAS
mitraillette,76.5,21.918,25,78.885,24.396,27,0-100_VAS
mitrailleuse,77.72,27.757,24,86.174,23.057,24,0-100_VAS
mixage,47.522,31.069,23,36.435,37.598,23,0-100_VAS
mixité,56.739,36.584,24,27.565,34.192,24,0-100_VAS
mobile,72.103,29.262,28,49.321,40.237,28,0-100_VAS
mobilier,74.828,27.085,28,19,25.482,28,0-100_VAS
mobilisation,53.393,30.624,25,49.481,35.485,27,0-100_VAS
modalité,33.793,29.731,28,29.75,30.594,28,0-100_VAS
mode,63.154,31.737,24,23.708,27.649,25,0-100_VAS
modestie,37,36.417,25,20.654,32.395,26,0-100_VAS
modification,47.348,35.839,23,21.826,28.108,23,0-100_VAS
module,52.583,35.827,24,20.6,29.01,25,0-100_VAS
moelle,56.739,37.328,24,10.478,15.966,24,0-100_VAS
moi,83.087,24.1,23,56.375,37.477,23,0-100_VAS
moine,67.8,26.739,23,40.913,32.024,23,0-100_VAS
moisson,55,32.175,24,25.88,30.255,25,0-100_VAS
molaire,80.552,26.784,28,29.607,37.91,28,0-100_VAS
mollet,84.875,18.824,25,9.192,18.031,26,0-100_VAS
mollusque,74.36,28.179,25,13.231,24.112,26,0-100_VAS
molécule,64.462,25.444,25,27.692,31.901,26,0-100_VAS
momie,76.72,20.171,25,27.76,31.42,26,0-100_VAS
monarchie,56.45,34.861,20,23.8,33.688,20,0-100_VAS
monastère,68.379,32.331,28,32.321,30.935,28,0-100_VAS
moniteur,67.111,24.742,25,53.731,35.503,27,0-100_VAS
monnaie,88.64,15.253,25,65.115,38.368,26,0-100_VAS
monologue,47.464,38.183,25,64.259,36.193,27,0-100_VAS
monopole,46.917,34.716,24,28.348,33.941,24,0-100_VAS
montage,75.448,25.976,25,36.038,41.135,26,0-100_VAS
montagne,87.609,21.105,23,27.478,35.135,23,0-100_VAS
montant,46.739,36.775,23,26.609,34.467,23,0-100_VAS
monte-pente,68.727,30.836,23,28.13,29.433,23,0-100_VAS
montgolfière,86.185,13.859,25,37.481,31.463,26,0-100_VAS
monticule,55.957,36.675,24,13.087,25.63,24,0-100_VAS
montre,85.04,20.531,25,48.346,28.842,27,0-100_VAS
monture,78.667,19.809,28,25.63,32.242,28,0-100_VAS
monument,75.273,26.123,24,22.261,33.026,24,0-100_VAS
moquette,79.35,24.42,20,18.7,27.302,20,0-100_VAS
moral,37.926,33.755,28,29.077,35.752,28,0-100_VAS
morale,33.391,34.721,24,32,35.114,25,0-100_VAS
moralité,26.231,28.382,24,28.48,32.95,25,0-100_VAS
morceau,64.25,31.693,25,26.704,36.373,27,0-100_VAS
morosité,48,33.535,23,37.591,36.239,23,0-100_VAS
mors,41.909,43.54,24,22.238,35.953,24,0-100_VAS
morsure,73.957,26.812,23,29.5,27.486,23,0-100_VAS
mort,67.885,34.66,25,22.519,33.326,26,0-100_VAS
mortier,52.08,35.163,25,34.423,36.606,27,0-100_VAS
morue,66.208,29.502,25,11.885,23.178,27,0-100_VAS
mot,65.636,36.497,24,43.952,40.296,24,0-100_VAS
motard,78.615,24.283,25,57.815,29.767,26,0-100_VAS
motel,78.04,22.786,25,23.704,32.66,27,0-100_VAS
moteur,75.292,23.744,23,72.913,24.188,23,0-100_VAS
motif,56.565,38.86,24,16.2,27.659,25,0-100_VAS
motion,35.107,36.065,28,25.179,28.78,28,0-100_VAS
motivation,39.304,37.776,24,42.609,40.619,24,0-100_VAS
moto,81.923,24.324,25,81.63,27.744,27,0-100_VAS
motte,48.208,33.865,24,14.625,21.695,24,0-100_VAS
mouche,84.538,17.952,25,76.615,24.095,27,0-100_VAS
moucheron,52.636,33.111,24,28.455,30.857,24,0-100_VAS
mouette,78.742,22.078,24,70.32,32.066,25,0-100_VAS
moule,77.042,24.757,24,21.542,29.425,24,0-100_VAS
moulin,78.385,23.428,25,38.074,32.046,27,0-100_VAS
moulinet,63.552,28.942,28,33.852,33.701,28,0-100_VAS
moulure,72.16,25.844,24,11.84,22.16,25,0-100_VAS
mousquetaire,72.56,26.824,24,40.68,36.168,25,0-100_VAS
mousse,74.52,23.32,24,17.667,22.795,24,0-100_VAS
moustache,85.875,19.736,24,9.417,19.314,24,0-100_VAS
moustique,88.16,23.371,25,84.462,25.459,26,0-100_VAS
mouton,87.4,13.926,20,70.65,36.823,20,0-100_VAS
mouvement,76.458,28.875,23,23.375,28.06,23,0-100_VAS
moyen,41.857,34.617,25,25.259,34.946,27,0-100_VAS
moyenne,43.538,31.047,25,23.038,32.547,26,0-100_VAS
moyeu,21.2,29.753,25,12.074,21.58,27,0-100_VAS
muguet,73.286,30.744,25,24.407,34.705,27,0-100_VAS
mulet,51.2,31.714,25,27,31.491,27,0-100_VAS
mulot,71.083,30.476,25,25.269,28.223,27,0-100_VAS
multiple,48.16,35.809,24,13.913,21.989,24,0-100_VAS
multiplication,55.13,37.027,23,30.217,34.627,23,0-100_VAS
multitude,54.885,33.097,25,24.481,35.741,27,0-100_VAS
municipalité,54.786,35.547,25,25.667,31.483,27,0-100_VAS
mur,85.435,19.943,25,18.692,29.375,27,0-100_VAS
muraille,81.621,22.752,28,20.893,32.175,28,0-100_VAS
muret,60.952,32.745,23,15.417,25.241,23,0-100_VAS
murmure,47.077,35.561,25,68.815,32.522,27,0-100_VAS
musaraigne,24.545,34.414,24,4.476,13.182,24,0-100_VAS
musc,30.464,36.668,25,22.222,35.146,27,0-100_VAS
museau,77.56,23.58,25,46.96,36.922,26,0-100_VAS
muselière,75.238,32.587,24,27.95,37.569,24,0-100_VAS
musicien,72.364,28.867,23,75.478,33.704,23,0-100_VAS
musée,83.462,19.564,25,44.37,38.719,27,0-100_VAS
mutation,56.6,36.227,25,25.63,31.45,27,0-100_VAS
mutisme,37.654,35.172,24,26.458,33.16,24,0-100_VAS
mycose,34.571,37.25,25,4.538,12.766,26,0-100_VAS
myope,68.296,31.083,25,20.889,31.103,27,0-100_VAS
mystère,51.333,36.736,23,41,34.498,23,0-100_VAS
mythe,40.731,33.789,25,33.923,36.195,26,0-100_VAS
mécanique,72.391,16.819,23,34.708,31.178,23,0-100_VAS
méchanceté,55.8,34.7,24,46.167,37.921,24,0-100_VAS
médaille,86.28,25.067,27,29.5,37.853,26,0-100_VAS
médaillon,71.609,27.134,23,10.217,16.153,23,0-100_VAS
médecin,80.833,22.652,24,26.625,35.391,24,0-100_VAS
médecine,70.241,27.412,28,31.679,37.926,28,0-100_VAS
médiante,19.077,26.724,24,12.875,21.197,24,0-100_VAS
méditation,65.731,25.121,25,45.963,31.14,26,0-100_VAS
méduse,82.25,17.898,28,18.536,24.739,28,0-100_VAS
méfait,38.24,31.299,25,20.222,28.746,27,0-100_VAS
méfiance,45.179,33.954,25,35.185,35.398,27,0-100_VAS
mégot,73.56,29.784,25,13.708,23.397,24,0-100_VAS
mélancolie,44.519,31.589,28,40.63,34.542,28,0-100_VAS
mélange,57.042,36.788,25,28.625,32.754,24,0-100_VAS
mélangeur,70.76,18.733,28,72.241,26.642,28,0-100_VAS
mélasse,69.125,28.976,25,10.542,20.831,24,0-100_VAS
mélèze,26.286,31.94,25,5.654,12.586,26,0-100_VAS
ménage,79.571,25.265,25,48.074,34.631,27,0-100_VAS
mépris,44.84,38.523,25,31.84,35.963,25,0-100_VAS
mérite,47.28,36.107,25,27.269,35.038,26,0-100_VAS
mésange,66.2,34.604,25,52.583,38.84,24,0-100_VAS
mésaventure,40.393,37.693,25,16.923,26.397,26,0-100_VAS
mésencéphale,39,41.208,25,7.478,19.05,24,0-100_VAS
métabolisme,39.32,33.878,24,26.8,29.887,25,0-100_VAS
métaphore,30.769,32.372,25,42.5,38.477,27,0-100_VAS
méthode,38.957,37.331,23,35.273,38.006,23,0-100_VAS
météo,69.667,29.145,23,50.174,36.39,23,0-100_VAS
mûre,79.536,24.573,25,20.593,30.594,27,0-100_VAS
nage,76.227,28.687,24,49.13,36.945,24,0-100_VAS
nageur,77.815,21.367,25,55.16,36.116,27,0-100_VAS
nain,86.32,17.511,25,24.44,33.248,26,0-100_VAS
narration,39.5,42.571,24,55.833,39.381,24,0-100_VAS
nasillement,14.13,26.716,23,29.87,36.069,23,0-100_VAS
nation,49.2,34.678,20,30.85,33.368,20,0-100_VAS
natte,50.038,34.519,25,9.077,16.673,27,0-100_VAS
naufrage,77.222,21.556,28,50.241,32.458,28,0-100_VAS
navet,78.143,20.209,26,7.077,17.76,26,0-100_VAS
navette,72.087,29.086,23,31.87,36.927,23,0-100_VAS
navigateur,67.84,32.709,26,27.5,34.624,26,0-100_VAS
navigation,68.167,32.765,24,33.625,32.794,24,0-100_VAS
navire,78.65,20.469,20,47.75,31.659,20,0-100_VAS
naïveté,41.414,34.461,25,26.154,32.707,26,0-100_VAS
nef,29.143,39.86,24,7.6,22.526,24,0-100_VAS
nerf,56.276,31.279,28,23.607,30.012,28,0-100_VAS
nervosité,63.208,30.613,26,50.56,37.26,26,0-100_VAS
netteté,69,25.729,28,26.276,34.458,28,0-100_VAS
neutralité,41.833,31.584,26,28.32,31.42,26,0-100_VAS
neveu,64.64,33.408,24,34.6,36.143,25,0-100_VAS
niais,36.478,38.553,23,32.913,35.419,23,0-100_VAS
niche,76.174,24.769,24,31.478,38.578,24,0-100_VAS
nicotine,49.316,36.246,20,21.85,30.675,20,0-100_VAS
nid,83.609,18.095,23,34.333,36.686,23,0-100_VAS
niveau,48.125,30.236,24,23.13,29.877,24,0-100_VAS
noblesse,65.103,26.66,28,26.571,30.206,28,0-100_VAS
noce,79.391,25.414,24,51.391,40.281,24,0-100_VAS
noeud,78.952,27.195,24,11.5,18.294,24,0-100_VAS
noir,85.4,18.52,24,15.125,22.697,24,0-100_VAS
noisette,82.895,17.935,20,24.55,34.811,20,0-100_VAS
noix,82.739,21.741,23,30.696,32.175,23,0-100_VAS
nombril,85.4,25.015,26,16.36,29.29,26,0-100_VAS
nonne,66.222,36.407,26,33.593,34.918,27,0-100_VAS
norme,20.286,20.638,26,16.615,26.356,26,0-100_VAS
notion,33.893,32.338,28,30.571,33.403,28,0-100_VAS
nougat,78.32,30.915,26,4.692,11.081,26,0-100_VAS
nourrisson,79.478,22.827,24,70.043,30.47,24,0-100_VAS
nourriture,85.13,17.935,23,23.042,28.841,23,0-100_VAS
nouveauté,50.696,33.134,23,35.864,36.161,23,0-100_VAS
nouvelle,52.552,33.804,28,40.821,39.129,28,0-100_VAS
novembre,60.828,30.277,26,36.25,30.702,27,0-100_VAS
noyau,82.083,25.053,26,8.654,17.636,26,0-100_VAS
nu,87,21.601,26,15.192,28.48,26,0-100_VAS
